fecha,año,mes_num,mes_nombre,ciudad,temperatura,tipo,ci_inferior,ci_superior
1990-01-01,1990,1,Enero,COBIJA,25.45,Histórico,,
1990-02-01,1990,2,Febrero,COBIJA,25.65,Histórico,,
1990-03-01,1990,3,Marzo,COBIJA,26.15,Histórico,,
1990-04-01,1990,4,Abril,COBIJA,25.95,Histórico,,
1990-05-01,1990,5,Mayo,COBIJA,24.75,Histórico,,
1990-06-01,1990,6,Junio,COBIJA,23.25,Histórico,,
1990-07-01,1990,7,Julio,COBIJA,22.25,Histórico,,
1990-08-01,1990,8,Agosto,COBIJA,25.25,Histórico,,
1990-09-01,1990,9,Septiembre,COBIJA,24.45,Histórico,,
1990-10-01,1990,10,Octubre,COBIJA,26.6,Histórico,,
1990-11-01,1990,11,Noviembre,COBIJA,26.3,Histórico,,
1990-12-01,1990,12,Diciembre,COBIJA,25.7,Histórico,,
1991-01-01,1991,1,Enero,COBIJA,26.1,Histórico,,
1991-02-01,1991,2,Febrero,COBIJA,26.3,Histórico,,
1991-03-01,1991,3,Marzo,COBIJA,26.3,Histórico,,
1991-04-01,1991,4,Abril,COBIJA,26.0,Histórico,,
1991-05-01,1991,5,Mayo,COBIJA,25.4,Histórico,,
1991-06-01,1991,6,Junio,COBIJA,24.15,Histórico,,
1991-07-01,1991,7,Julio,COBIJA,23.0,Histórico,,
1991-08-01,1991,8,Agosto,COBIJA,23.4,Histórico,,
1991-09-01,1991,9,Septiembre,COBIJA,25.55,Histórico,,
1991-10-01,1991,10,Octubre,COBIJA,25.8,Histórico,,
1991-11-01,1991,11,Noviembre,COBIJA,25.8,Histórico,,
1991-12-01,1991,12,Diciembre,COBIJA,26.05,Histórico,,
1992-01-01,1992,1,Enero,COBIJA,26.1,Histórico,,
1992-02-01,1992,2,Febrero,COBIJA,25.9,Histórico,,
1992-03-01,1992,3,Marzo,COBIJA,26.1,Histórico,,
1992-04-01,1992,4,Abril,COBIJA,25.85,Histórico,,
1992-05-01,1992,5,Mayo,COBIJA,26.6,Histórico,,
1992-06-01,1992,6,Junio,COBIJA,25.25,Histórico,,
1992-07-01,1992,7,Julio,COBIJA,21.2,Histórico,,
1992-08-01,1992,8,Agosto,COBIJA,24.1,Histórico,,
1992-09-01,1992,9,Septiembre,COBIJA,24.7,Histórico,,
1992-10-01,1992,10,Octubre,COBIJA,26.45,Histórico,,
1992-11-01,1992,11,Noviembre,COBIJA,25.65,Histórico,,
1992-12-01,1992,12,Diciembre,COBIJA,25.55,Histórico,,
1993-01-01,1993,1,Enero,COBIJA,25.3,Histórico,,
1993-02-01,1993,2,Febrero,COBIJA,25.2,Histórico,,
1993-03-01,1993,3,Marzo,COBIJA,25.75,Histórico,,
1993-04-01,1993,4,Abril,COBIJA,25.3,Histórico,,
1993-05-01,1993,5,Mayo,COBIJA,24.75,Histórico,,
1993-06-01,1993,6,Junio,COBIJA,23.8,Histórico,,
1993-07-01,1993,7,Julio,COBIJA,23.45,Histórico,,
1993-08-01,1993,8,Agosto,COBIJA,23.65,Histórico,,
1993-09-01,1993,9,Septiembre,COBIJA,24.8,Histórico,,
1993-10-01,1993,10,Octubre,COBIJA,26.15,Histórico,,
1993-11-01,1993,11,Noviembre,COBIJA,25.8,Histórico,,
1993-12-01,1993,12,Diciembre,COBIJA,25.7,Histórico,,
1994-01-01,1994,1,Enero,COBIJA,25.65,Histórico,,
1994-02-01,1994,2,Febrero,COBIJA,25.35,Histórico,,
1994-03-01,1994,3,Marzo,COBIJA,25.85,Histórico,,
1994-04-01,1994,4,Abril,COBIJA,25.6,Histórico,,
1994-05-01,1994,5,Mayo,COBIJA,25.7,Histórico,,
1994-06-01,1994,6,Junio,COBIJA,24.4,Histórico,,
1994-07-01,1994,7,Julio,COBIJA,23.45,Histórico,,
1994-08-01,1994,8,Agosto,COBIJA,25.45,Histórico,,
1994-09-01,1994,9,Septiembre,COBIJA,26.9,Histórico,,
1994-10-01,1994,10,Octubre,COBIJA,26.45,Histórico,,
1994-11-01,1994,11,Noviembre,COBIJA,26.75,Histórico,,
1994-12-01,1994,12,Diciembre,COBIJA,26.25,Histórico,,
1995-01-01,1995,1,Enero,COBIJA,26.3,Histórico,,
1995-02-01,1995,2,Febrero,COBIJA,26.0,Histórico,,
1995-03-01,1995,3,Marzo,COBIJA,26.2,Histórico,,
1995-04-01,1995,4,Abril,COBIJA,25.25,Histórico,,
1995-05-01,1995,5,Mayo,COBIJA,24.25,Histórico,,
1995-06-01,1995,6,Junio,COBIJA,24.15,Histórico,,
1995-07-01,1995,7,Julio,COBIJA,25.3,Histórico,,
1995-08-01,1995,8,Agosto,COBIJA,25.7,Histórico,,
1995-09-01,1995,9,Septiembre,COBIJA,26.8,Histórico,,
1995-10-01,1995,10,Octubre,COBIJA,27.45,Histórico,,
1995-11-01,1995,11,Noviembre,COBIJA,27.15,Histórico,,
1995-12-01,1995,12,Diciembre,COBIJA,26.75,Histórico,,
1996-01-01,1996,1,Enero,COBIJA,25.75,Histórico,,
1996-02-01,1996,2,Febrero,COBIJA,26.25,Histórico,,
1996-03-01,1996,3,Marzo,COBIJA,26.25,Histórico,,
1996-04-01,1996,4,Abril,COBIJA,25.8,Histórico,,
1996-05-01,1996,5,Mayo,COBIJA,25.75,Histórico,,
1996-06-01,1996,6,Junio,COBIJA,22.1,Histórico,,
1996-07-01,1996,7,Julio,COBIJA,23.85,Histórico,,
1996-08-01,1996,8,Agosto,COBIJA,21.15,Histórico,,
1996-09-01,1996,9,Septiembre,COBIJA,25.8,Histórico,,
1996-10-01,1996,10,Octubre,COBIJA,26.4,Histórico,,
1996-11-01,1996,11,Noviembre,COBIJA,26.6,Histórico,,
1996-12-01,1996,12,Diciembre,COBIJA,26.6,Histórico,,
1997-01-01,1997,1,Enero,COBIJA,26.8,Histórico,,
1997-02-01,1997,2,Febrero,COBIJA,25.7,Histórico,,
1997-03-01,1997,3,Marzo,COBIJA,25.7,Histórico,,
1997-04-01,1997,4,Abril,COBIJA,25.8,Histórico,,
1997-05-01,1997,5,Mayo,COBIJA,24.85,Histórico,,
1997-06-01,1997,6,Junio,COBIJA,24.85,Histórico,,
1997-07-01,1997,7,Julio,COBIJA,25.05,Histórico,,
1997-08-01,1997,8,Agosto,COBIJA,24.7,Histórico,,
1997-09-01,1997,9,Septiembre,COBIJA,27.65,Histórico,,
1997-10-01,1997,10,Octubre,COBIJA,27.6,Histórico,,
1997-11-01,1997,11,Noviembre,COBIJA,27.0,Histórico,,
1997-12-01,1997,12,Diciembre,COBIJA,26.85,Histórico,,
1998-01-01,1998,1,Enero,COBIJA,26.45,Histórico,,
1998-02-01,1998,2,Febrero,COBIJA,26.45,Histórico,,
1998-03-01,1998,3,Marzo,COBIJA,26.2,Histórico,,
1998-04-01,1998,4,Abril,COBIJA,25.75,Histórico,,
1998-05-01,1998,5,Mayo,COBIJA,22.7,Histórico,,
1998-06-01,1998,6,Junio,COBIJA,22.25,Histórico,,
1998-07-01,1998,7,Julio,COBIJA,23.7,Histórico,,
1998-08-01,1998,8,Agosto,COBIJA,24.95,Histórico,,
1998-09-01,1998,9,Septiembre,COBIJA,24.85,Histórico,,
1998-10-01,1998,10,Octubre,COBIJA,25.8,Histórico,,
1998-11-01,1998,11,Noviembre,COBIJA,25.25,Histórico,,
1998-12-01,1998,12,Diciembre,COBIJA,25.05,Histórico,,
1999-01-01,1999,1,Enero,COBIJA,24.9,Histórico,,
1999-02-01,1999,2,Febrero,COBIJA,25.5,Histórico,,
1999-03-01,1999,3,Marzo,COBIJA,25.1,Histórico,,
1999-04-01,1999,4,Abril,COBIJA,24.2,Histórico,,
1999-05-01,1999,5,Mayo,COBIJA,23.6,Histórico,,
1999-06-01,1999,6,Junio,COBIJA,22.7,Histórico,,
1999-07-01,1999,7,Julio,COBIJA,22.4,Histórico,,
1999-08-01,1999,8,Agosto,COBIJA,23.4,Histórico,,
1999-09-01,1999,9,Septiembre,COBIJA,26.1,Histórico,,
1999-10-01,1999,10,Octubre,COBIJA,25.8,Histórico,,
1999-11-01,1999,11,Noviembre,COBIJA,24.5,Histórico,,
1999-12-01,1999,12,Diciembre,COBIJA,24.9,Histórico,,
2000-01-01,2000,1,Enero,COBIJA,26.1,Histórico,,
2000-02-01,2000,2,Febrero,COBIJA,26.0,Histórico,,
2000-03-01,2000,3,Marzo,COBIJA,25.8,Histórico,,
2000-04-01,2000,4,Abril,COBIJA,26.0,Histórico,,
2000-05-01,2000,5,Mayo,COBIJA,25.0,Histórico,,
2000-06-01,2000,6,Junio,COBIJA,23.3,Histórico,,
2000-07-01,2000,7,Julio,COBIJA,21.7,Histórico,,
2000-08-01,2000,8,Agosto,COBIJA,25.5,Histórico,,
2000-09-01,2000,9,Septiembre,COBIJA,25.4,Histórico,,
2000-10-01,2000,10,Octubre,COBIJA,26.3,Histórico,,
2000-11-01,2000,11,Noviembre,COBIJA,26.1,Histórico,,
2000-12-01,2000,12,Diciembre,COBIJA,26.7,Histórico,,
2001-01-01,2001,1,Enero,COBIJA,25.4,Histórico,,
2001-02-01,2001,2,Febrero,COBIJA,26.2,Histórico,,
2001-03-01,2001,3,Marzo,COBIJA,25.6,Histórico,,
2001-04-01,2001,4,Abril,COBIJA,26.3,Histórico,,
2001-05-01,2001,5,Mayo,COBIJA,24.0,Histórico,,
2001-06-01,2001,6,Junio,COBIJA,22.4,Histórico,,
2001-07-01,2001,7,Julio,COBIJA,24.4,Histórico,,
2001-08-01,2001,8,Agosto,COBIJA,26.6,Histórico,,
2001-09-01,2001,9,Septiembre,COBIJA,27.0,Histórico,,
2001-10-01,2001,10,Octubre,COBIJA,27.3,Histórico,,
2001-11-01,2001,11,Noviembre,COBIJA,26.8,Histórico,,
2001-12-01,2001,12,Diciembre,COBIJA,26.2,Histórico,,
2002-01-01,2002,1,Enero,COBIJA,26.8,Histórico,,
2002-02-01,2002,2,Febrero,COBIJA,26.3,Histórico,,
2002-03-01,2002,3,Marzo,COBIJA,26.6,Histórico,,
2002-04-01,2002,4,Abril,COBIJA,26.2,Histórico,,
2002-05-01,2002,5,Mayo,COBIJA,25.8,Histórico,,
2002-06-01,2002,6,Junio,COBIJA,23.7,Histórico,,
2002-07-01,2002,7,Julio,COBIJA,24.3,Histórico,,
2002-08-01,2002,8,Agosto,COBIJA,26.5,Histórico,,
2002-09-01,2002,9,Septiembre,COBIJA,26.5,Histórico,,
2002-10-01,2002,10,Octubre,COBIJA,27.3,Histórico,,
2002-11-01,2002,11,Noviembre,COBIJA,26.7,Histórico,,
2002-12-01,2002,12,Diciembre,COBIJA,26.4,Histórico,,
2003-01-01,2003,1,Enero,COBIJA,26.3,Histórico,,
2003-02-01,2003,2,Febrero,COBIJA,25.9,Histórico,,
2003-03-01,2003,3,Marzo,COBIJA,26.3,Histórico,,
2003-04-01,2003,4,Abril,COBIJA,25.6,Histórico,,
2003-05-01,2003,5,Mayo,COBIJA,26.1,Histórico,,
2003-06-01,2003,6,Junio,COBIJA,25.8,Histórico,,
2003-07-01,2003,7,Julio,COBIJA,24.5,Histórico,,
2003-08-01,2003,8,Agosto,COBIJA,24.3,Histórico,,
2003-09-01,2003,9,Septiembre,COBIJA,26.0,Histórico,,
2003-10-01,2003,10,Octubre,COBIJA,27.0,Histórico,,
2003-11-01,2003,11,Noviembre,COBIJA,26.8,Histórico,,
2003-12-01,2003,12,Diciembre,COBIJA,26.8,Histórico,,
2004-01-01,2004,1,Enero,COBIJA,26.7,Histórico,,
2004-02-01,2004,2,Febrero,COBIJA,25.9,Histórico,,
2004-03-01,2004,3,Marzo,COBIJA,26.4,Histórico,,
2004-04-01,2004,4,Abril,COBIJA,26.5,Histórico,,
2004-05-01,2004,5,Mayo,COBIJA,22.8,Histórico,,
2004-06-01,2004,6,Junio,COBIJA,24.6,Histórico,,
2004-07-01,2004,7,Julio,COBIJA,24.4,Histórico,,
2004-08-01,2004,8,Agosto,COBIJA,25.5,Histórico,,
2004-09-01,2004,9,Septiembre,COBIJA,26.7,Histórico,,
2004-10-01,2004,10,Octubre,COBIJA,27.4,Histórico,,
2004-11-01,2004,11,Noviembre,COBIJA,26.3,Histórico,,
2004-12-01,2004,12,Diciembre,COBIJA,26.9,Histórico,,
2005-01-01,2005,1,Enero,COBIJA,27.4,Histórico,,
2005-02-01,2005,2,Febrero,COBIJA,26.3,Histórico,,
2005-03-01,2005,3,Marzo,COBIJA,26.6,Histórico,,
2005-04-01,2005,4,Abril,COBIJA,25.9,Histórico,,
2005-05-01,2005,5,Mayo,COBIJA,25.5,Histórico,,
2005-06-01,2005,6,Junio,COBIJA,26.2,Histórico,,
2005-07-01,2005,7,Julio,COBIJA,24.0,Histórico,,
2005-08-01,2005,8,Agosto,COBIJA,26.6,Histórico,,
2005-09-01,2005,9,Septiembre,COBIJA,25.0,Histórico,,
2005-10-01,2005,10,Octubre,COBIJA,27.2,Histórico,,
2005-11-01,2005,11,Noviembre,COBIJA,26.8,Histórico,,
2005-12-01,2005,12,Diciembre,COBIJA,26.5,Histórico,,
2006-01-01,2006,1,Enero,COBIJA,26.4,Histórico,,
2006-02-01,2006,2,Febrero,COBIJA,26.3,Histórico,,
2006-03-01,2006,3,Marzo,COBIJA,26.6,Histórico,,
2006-04-01,2006,4,Abril,COBIJA,25.4,Histórico,,
2006-05-01,2006,5,Mayo,COBIJA,23.5,Histórico,,
2006-06-01,2006,6,Junio,COBIJA,25.4,Histórico,,
2006-07-01,2006,7,Julio,COBIJA,25.7,Histórico,,
2006-08-01,2006,8,Agosto,COBIJA,26.2,Histórico,,
2006-09-01,2006,9,Septiembre,COBIJA,26.6,Histórico,,
2006-10-01,2006,10,Octubre,COBIJA,27.0,Histórico,,
2006-11-01,2006,11,Noviembre,COBIJA,26.6,Histórico,,
2006-12-01,2006,12,Diciembre,COBIJA,26.2,Histórico,,
2007-01-01,2007,1,Enero,COBIJA,26.6,Histórico,,
2007-02-01,2007,2,Febrero,COBIJA,26.3,Histórico,,
2007-03-01,2007,3,Marzo,COBIJA,26.3,Histórico,,
2007-04-01,2007,4,Abril,COBIJA,26.3,Histórico,,
2007-05-01,2007,5,Mayo,COBIJA,23.4,Histórico,,
2007-06-01,2007,6,Junio,COBIJA,24.9,Histórico,,
2007-07-01,2007,7,Julio,COBIJA,24.0,Histórico,,
2007-08-01,2007,8,Agosto,COBIJA,24.9,Histórico,,
2007-09-01,2007,9,Septiembre,COBIJA,27.1,Histórico,,
2007-10-01,2007,10,Octubre,COBIJA,27.0,Histórico,,
2007-11-01,2007,11,Noviembre,COBIJA,26.2,Histórico,,
2007-12-01,2007,12,Diciembre,COBIJA,26.5,Histórico,,
2008-01-01,2008,1,Enero,COBIJA,25.870967741935488,Histórico,,
2008-02-01,2008,2,Febrero,COBIJA,25.708620689655174,Histórico,,
2008-03-01,2008,3,Marzo,COBIJA,25.891935483870967,Histórico,,
2008-04-01,2008,4,Abril,COBIJA,25.631666666666668,Histórico,,
2008-05-01,2008,5,Mayo,COBIJA,24.31290322580645,Histórico,,
2008-06-01,2008,6,Junio,COBIJA,22.391666666666666,Histórico,,
2008-07-01,2008,7,Julio,COBIJA,25.65322580645161,Histórico,,
2008-08-01,2008,8,Agosto,COBIJA,26.983559113300498,Histórico,,
2008-09-01,2008,9,Septiembre,COBIJA,27.02,Histórico,,
2008-10-01,2008,10,Octubre,COBIJA,26.511290322580642,Histórico,,
2008-11-01,2008,11,Noviembre,COBIJA,27.07568965517241,Histórico,,
2008-12-01,2008,12,Diciembre,COBIJA,25.79333333333333,Histórico,,
2009-01-01,2009,1,Enero,COBIJA,26.050806451612903,Histórico,,
2009-02-01,2009,2,Febrero,COBIJA,25.93035714285714,Histórico,,
2009-03-01,2009,3,Marzo,COBIJA,25.975806451612904,Histórico,,
2009-04-01,2009,4,Abril,COBIJA,26.02666666666667,Histórico,,
2009-05-01,2009,5,Mayo,COBIJA,25.811290322580646,Histórico,,
2009-06-01,2009,6,Junio,COBIJA,23.215000000000003,Histórico,,
2009-07-01,2009,7,Julio,COBIJA,24.380645161290325,Histórico,,
2009-08-01,2009,8,Agosto,COBIJA,25.711290322580645,Histórico,,
2009-09-01,2009,9,Septiembre,COBIJA,26.188333333333336,Histórico,,
2009-10-01,2009,10,Octubre,COBIJA,27.292365591397846,Histórico,,
2009-11-01,2009,11,Noviembre,COBIJA,27.2,Histórico,,
2009-12-01,2009,12,Diciembre,COBIJA,25.906666666666666,Histórico,,
2010-01-01,2010,1,Enero,COBIJA,26.4,Histórico,,
2010-02-01,2010,2,Febrero,COBIJA,26.6,Histórico,,
2010-03-01,2010,3,Marzo,COBIJA,27.2,Histórico,,
2010-04-01,2010,4,Abril,COBIJA,26.9,Histórico,,
2010-05-01,2010,5,Mayo,COBIJA,25.1,Histórico,,
2010-06-01,2010,6,Junio,COBIJA,25.6,Histórico,,
2010-07-01,2010,7,Julio,COBIJA,23.5,Histórico,,
2010-08-01,2010,8,Agosto,COBIJA,25.9,Histórico,,
2010-09-01,2010,9,Septiembre,COBIJA,27.9,Histórico,,
2010-10-01,2010,10,Octubre,COBIJA,27.3,Histórico,,
2010-11-01,2010,11,Noviembre,COBIJA,26.5,Histórico,,
2010-12-01,2010,12,Diciembre,COBIJA,26.8,Histórico,,
2011-01-01,2011,1,Enero,COBIJA,26.4,Histórico,,
2011-02-01,2011,2,Febrero,COBIJA,26.2,Histórico,,
2011-03-01,2011,3,Marzo,COBIJA,26.3,Histórico,,
2011-04-01,2011,4,Abril,COBIJA,26.4,Histórico,,
2011-05-01,2011,5,Mayo,COBIJA,25.6,Histórico,,
2011-06-01,2011,6,Junio,COBIJA,25.6,Histórico,,
2011-07-01,2011,7,Julio,COBIJA,24.79124423963134,Histórico,,
2011-08-01,2011,8,Agosto,COBIJA,25.9,Histórico,,
2011-09-01,2011,9,Septiembre,COBIJA,28.0,Histórico,,
2011-10-01,2011,10,Octubre,COBIJA,27.2,Histórico,,
2011-11-01,2011,11,Noviembre,COBIJA,27.4,Histórico,,
2011-12-01,2011,12,Diciembre,COBIJA,27.3,Histórico,,
2012-01-01,2012,1,Enero,COBIJA,26.2,Histórico,,
2012-02-01,2012,2,Febrero,COBIJA,26.0,Histórico,,
2012-03-01,2012,3,Marzo,COBIJA,26.8,Histórico,,
2012-04-01,2012,4,Abril,COBIJA,26.8,Histórico,,
2012-05-01,2012,5,Mayo,COBIJA,25.9,Histórico,,
2012-06-01,2012,6,Junio,COBIJA,25.2,Histórico,,
2012-07-01,2012,7,Julio,COBIJA,25.1,Histórico,,
2012-08-01,2012,8,Agosto,COBIJA,26.9,Histórico,,
2012-09-01,2012,9,Septiembre,COBIJA,28.0,Histórico,,
2012-10-01,2012,10,Octubre,COBIJA,27.6,Histórico,,
2012-11-01,2012,11,Noviembre,COBIJA,27.6,Histórico,,
2012-12-01,2012,12,Diciembre,COBIJA,27.1,Histórico,,
2013-01-01,2013,1,Enero,COBIJA,27.4,Histórico,,
2013-02-01,2013,2,Febrero,COBIJA,26.7,Histórico,,
2013-03-01,2013,3,Marzo,COBIJA,26.9,Histórico,,
2013-04-01,2013,4,Abril,COBIJA,26.5,Histórico,,
2013-05-01,2013,5,Mayo,COBIJA,25.6,Histórico,,
2013-06-01,2013,6,Junio,COBIJA,26.3,Histórico,,
2013-07-01,2013,7,Julio,COBIJA,24.3,Histórico,,
2013-08-01,2013,8,Agosto,COBIJA,24.6,Histórico,,
2013-09-01,2013,9,Septiembre,COBIJA,27.0,Histórico,,
2013-10-01,2013,10,Octubre,COBIJA,27.0,Histórico,,
2013-11-01,2013,11,Noviembre,COBIJA,27.1,Histórico,,
2013-12-01,2013,12,Diciembre,COBIJA,27.4,Histórico,,
2014-01-01,2014,1,Enero,COBIJA,26.2,Histórico,,
2014-02-01,2014,2,Febrero,COBIJA,26.3,Histórico,,
2014-03-01,2014,3,Marzo,COBIJA,26.6,Histórico,,
2014-04-01,2014,4,Abril,COBIJA,26.7,Histórico,,
2014-05-01,2014,5,Mayo,COBIJA,25.6,Histórico,,
2014-06-01,2014,6,Junio,COBIJA,25.4,Histórico,,
2014-07-01,2014,7,Julio,COBIJA,24.1,Histórico,,
2014-08-01,2014,8,Agosto,COBIJA,26.2,Histórico,,
2014-09-01,2014,9,Septiembre,COBIJA,28.2,Histórico,,
2014-10-01,2014,10,Octubre,COBIJA,27.9,Histórico,,
2014-11-01,2014,11,Noviembre,COBIJA,27.3,Histórico,,
2014-12-01,2014,12,Diciembre,COBIJA,26.8,Histórico,,
2015-01-01,2015,1,Enero,COBIJA,26.45,Histórico,,
2015-02-01,2015,2,Febrero,COBIJA,26.7,Histórico,,
2015-03-01,2015,3,Marzo,COBIJA,27.0,Histórico,,
2015-04-01,2015,4,Abril,COBIJA,27.0,Histórico,,
2015-05-01,2015,5,Mayo,COBIJA,26.0,Histórico,,
2015-06-01,2015,6,Junio,COBIJA,26.0,Histórico,,
2015-07-01,2015,7,Julio,COBIJA,25.3,Histórico,,
2015-08-01,2015,8,Agosto,COBIJA,28.15,Histórico,,
2015-09-01,2015,9,Septiembre,COBIJA,29.0,Histórico,,
2015-10-01,2015,10,Octubre,COBIJA,28.85,Histórico,,
2015-11-01,2015,11,Noviembre,COBIJA,28.25,Histórico,,
2015-12-01,2015,12,Diciembre,COBIJA,28.15,Histórico,,
2016-01-01,2016,1,Enero,COBIJA,28.4,Histórico,,
2016-02-01,2016,2,Febrero,COBIJA,27.7,Histórico,,
2016-03-01,2016,3,Marzo,COBIJA,27.4,Histórico,,
2016-04-01,2016,4,Abril,COBIJA,27.2,Histórico,,
2016-05-01,2016,5,Mayo,COBIJA,25.3,Histórico,,
2016-06-01,2016,6,Junio,COBIJA,24.1,Histórico,,
2016-07-01,2016,7,Julio,COBIJA,25.9,Histórico,,
2016-08-01,2016,8,Agosto,COBIJA,27.1,Histórico,,
2016-09-01,2016,9,Septiembre,COBIJA,26.6,Histórico,,
2016-10-01,2016,10,Octubre,COBIJA,27.6,Histórico,,
2016-11-01,2016,11,Noviembre,COBIJA,27.2,Histórico,,
2016-12-01,2016,12,Diciembre,COBIJA,27.4,Histórico,,
2017-01-01,2017,1,Enero,COBIJA,26.4,Histórico,,
2017-02-01,2017,2,Febrero,COBIJA,27.1,Histórico,,
2017-03-01,2017,3,Marzo,COBIJA,26.9,Histórico,,
2017-04-01,2017,4,Abril,COBIJA,26.6,Histórico,,
2017-05-01,2017,5,Mayo,COBIJA,27.0,Histórico,,
2017-06-01,2017,6,Junio,COBIJA,25.2,Histórico,,
2017-07-01,2017,7,Julio,COBIJA,25.2,Histórico,,
2017-08-01,2017,8,Agosto,COBIJA,27.2,Histórico,,
2017-09-01,2017,9,Septiembre,COBIJA,27.6,Histórico,,
2017-10-01,2017,10,Octubre,COBIJA,27.7,Histórico,,
2017-11-01,2017,11,Noviembre,COBIJA,27.2,Histórico,,
2017-12-01,2017,12,Diciembre,COBIJA,27.4,Histórico,,
2018-01-01,2018,1,Enero,COBIJA,26.5,Histórico,,
2018-02-01,2018,2,Febrero,COBIJA,26.5,Histórico,,
2018-03-01,2018,3,Marzo,COBIJA,26.6,Histórico,,
2018-04-01,2018,4,Abril,COBIJA,27.1,Histórico,,
2018-05-01,2018,5,Mayo,COBIJA,26.2,Histórico,,
2018-06-01,2018,6,Junio,COBIJA,23.6,Histórico,,
2018-07-01,2018,7,Julio,COBIJA,25.2,Histórico,,
2018-08-01,2018,8,Agosto,COBIJA,24.2,Histórico,,
2018-09-01,2018,9,Septiembre,COBIJA,27.7,Histórico,,
2018-10-01,2018,10,Octubre,COBIJA,27.9,Histórico,,
2018-11-01,2018,11,Noviembre,COBIJA,27.0,Histórico,,
2018-12-01,2018,12,Diciembre,COBIJA,26.9,Histórico,,
2019-01-01,2019,1,Enero,COBIJA,26.7,Histórico,,
2019-02-01,2019,2,Febrero,COBIJA,27.1,Histórico,,
2019-03-01,2019,3,Marzo,COBIJA,27.2,Histórico,,
2019-04-01,2019,4,Abril,COBIJA,27.0,Histórico,,
2019-05-01,2019,5,Mayo,COBIJA,26.0,Histórico,,
2019-06-01,2019,6,Junio,COBIJA,26.7,Histórico,,
2019-07-01,2019,7,Julio,COBIJA,25.4,Histórico,,
2019-08-01,2019,8,Agosto,COBIJA,26.1,Histórico,,
2019-09-01,2019,9,Septiembre,COBIJA,28.1,Histórico,,
2019-10-01,2019,10,Octubre,COBIJA,26.6,Histórico,,
2019-11-01,2019,11,Noviembre,COBIJA,26.6,Histórico,,
2019-12-01,2019,12,Diciembre,COBIJA,26.6,Histórico,,
2020-01-01,2020,1,Enero,COBIJA,27.0,Histórico,,
2020-02-01,2020,2,Febrero,COBIJA,26.9,Histórico,,
2020-03-01,2020,3,Marzo,COBIJA,27.3,Histórico,,
2020-04-01,2020,4,Abril,COBIJA,26.1,Histórico,,
2020-05-01,2020,5,Mayo,COBIJA,24.8,Histórico,,
2020-06-01,2020,6,Junio,COBIJA,24.5,Histórico,,
2020-07-01,2020,7,Julio,COBIJA,,Histórico,,
2020-08-01,2020,8,Agosto,COBIJA,27.5,Histórico,,
2020-09-01,2020,9,Septiembre,COBIJA,27.4,Histórico,,
2020-10-01,2020,10,Octubre,COBIJA,28.2,Histórico,,
2020-11-01,2020,11,Noviembre,COBIJA,28.9,Histórico,,
2020-12-01,2020,12,Diciembre,COBIJA,27.9,Histórico,,
2021-01-01,2021,1,Enero,COBIJA,26.8,Histórico,,
2021-02-01,2021,2,Febrero,COBIJA,26.8,Histórico,,
2021-03-01,2021,3,Marzo,COBIJA,26.7,Histórico,,
2021-04-01,2021,4,Abril,COBIJA,26.7,Histórico,,
2021-05-01,2021,5,Mayo,COBIJA,25.3,Histórico,,
2021-06-01,2021,6,Junio,COBIJA,24.3,Histórico,,
2021-07-01,2021,7,Julio,COBIJA,24.8,Histórico,,
2021-08-01,2021,8,Agosto,COBIJA,26.9,Histórico,,
2021-09-01,2021,9,Septiembre,COBIJA,28.8,Histórico,,
2021-10-01,2021,10,Octubre,COBIJA,28.5,Histórico,,
2021-11-01,2021,11,Noviembre,COBIJA,27.3,Histórico,,
2021-12-01,2021,12,Diciembre,COBIJA,27.3,Histórico,,
2022-01-01,2022,1,Enero,COBIJA,28.406,Histórico,,
2022-02-01,2022,2,Febrero,COBIJA,27.438235294117653,Histórico,,
2022-03-01,2022,3,Marzo,COBIJA,26.880555555555556,Histórico,,
2022-04-01,2022,4,Abril,COBIJA,28.019230769230774,Histórico,,
2022-05-01,2022,5,Mayo,COBIJA,24.57666666666667,Histórico,,
2022-06-01,2022,6,Junio,COBIJA,24.167857142857144,Histórico,,
2022-07-01,2022,7,Julio,COBIJA,26.099999999999998,Histórico,,
2022-08-01,2022,8,Agosto,COBIJA,25.65,Histórico,,
2022-09-01,2022,9,Septiembre,COBIJA,27.288636363636364,Histórico,,
2022-10-01,2022,10,Octubre,COBIJA,27.708333333333332,Histórico,,
2022-11-01,2022,11,Noviembre,COBIJA,27.69736842105263,Histórico,,
2022-12-01,2022,12,Diciembre,COBIJA,26.902499999999993,Histórico,,
2023-01-01,2023,1,Enero,COBIJA,27.08548387096774,Histórico,,
2023-02-01,2023,2,Febrero,COBIJA,27.234000000000005,Histórico,,
2023-03-01,2023,3,Marzo,COBIJA,27.30806451612903,Histórico,,
2023-04-01,2023,4,Abril,COBIJA,27.439655172413794,Histórico,,
2023-05-01,2023,5,Mayo,COBIJA,26.45,Histórico,,
2023-06-01,2023,6,Junio,COBIJA,25.344999999999995,Histórico,,
2023-07-01,2023,7,Julio,COBIJA,26.796774193548384,Histórico,,
2023-08-01,2023,8,Agosto,COBIJA,28.364516129032264,Histórico,,
2023-09-01,2023,9,Septiembre,COBIJA,29.68392857142857,Histórico,,
2023-10-01,2023,10,Octubre,COBIJA,30.26928571428571,Histórico,,
