ciudad,fecha,año,mes,temp_pred,ci_inferior,ci_superior,tipo
TRINIDAD,2026-09-01,2026,9,27.7332,25.8302,29.6362,Prediccion
TRINIDAD,2026-10-01,2026,10,28.4758,26.5727,30.379,Prediccion
TRINIDAD,2026-11-01,2026,11,27.9866,26.0833,29.8899,Prediccion
TRINIDAD,2026-12-01,2026,12,27.7457,25.8422,29.6491,Prediccion
TRINIDAD,2027-01-01,2027,1,27.786,25.8824,29.6896,Prediccion
TRINIDAD,2027-02-01,2027,2,27.6641,25.7603,29.5678,Prediccion
TRINIDAD,2027-03-01,2027,3,27.6426,25.7387,29.5465,Prediccion
TRINIDAD,2027-04-01,2027,4,27.2623,25.3583,29.1664,Prediccion
TRINIDAD,2027-05-01,2027,5,24.9624,23.0452,26.8796,Prediccion
TRINIDAD,2027-06-01,2027,6,23.8394,21.9212,25.7576,Prediccion
TRINIDAD,2027-07-01,2027,7,24.0165,22.098,25.935,Prediccion
TRINIDAD,2027-08-01,2027,8,25.5295,23.6109,27.4482,Prediccion
TRINIDAD,2027-09-01,2027,9,27.777,25.8581,29.6958,Prediccion
TRINIDAD,2027-10-01,2027,10,28.5191,26.6001,30.4381,Prediccion
TRINIDAD,2027-11-01,2027,11,28.0299,26.1107,29.9491,Prediccion
TRINIDAD,2027-12-01,2027,12,27.7891,25.8697,29.7085,Prediccion
TRINIDAD,2028-01-01,2028,1,27.8296,25.91,29.7492,Prediccion
TRINIDAD,2028-02-01,2028,2,27.7077,25.7879,29.6274,Prediccion
TRINIDAD,2028-03-01,2028,3,27.6861,25.7662,29.606,Prediccion
TRINIDAD,2028-04-01,2028,4,27.3059,25.3858,29.226,Prediccion
TRINIDAD,2028-05-01,2028,5,25.0059,23.0724,26.9395,Prediccion
TRINIDAD,2028-06-01,2028,6,23.883,21.9484,25.8175,Prediccion
TRINIDAD,2028-07-01,2028,7,24.0601,22.1252,25.9949,Prediccion
TRINIDAD,2028-08-01,2028,8,25.5731,23.638,27.5082,Prediccion
TRINIDAD,2028-09-01,2028,9,27.8205,25.8852,29.7559,Prediccion
TRINIDAD,2028-10-01,2028,10,28.5627,26.6271,30.4982,Prediccion
TRINIDAD,2028-11-01,2028,11,28.0735,26.1377,30.0092,Prediccion
TRINIDAD,2028-12-01,2028,12,27.8327,25.8967,29.7687,Prediccion
TRINIDAD,2029-01-01,2029,1,27.8732,25.937,29.8094,Prediccion
TRINIDAD,2029-02-01,2029,2,27.7512,25.8148,29.6877,Prediccion
TRINIDAD,2029-03-01,2029,3,27.7297,25.793,29.6663,Prediccion
TRINIDAD,2029-04-01,2029,4,27.3495,25.4126,29.2863,Prediccion
TRINIDAD,2029-05-01,2029,5,25.0495,23.0991,26.9999,Prediccion
TRINIDAD,2029-06-01,2029,6,23.9266,21.975,25.8781,Prediccion
TRINIDAD,2029-07-01,2029,7,24.1036,22.1517,26.0556,Prediccion
TRINIDAD,2029-08-01,2029,8,25.6166,23.6644,27.5688,Prediccion
TRINIDAD,2029-09-01,2029,9,27.8641,25.9117,29.8166,Prediccion
TRINIDAD,2029-10-01,2029,10,28.6063,26.6536,30.559,Prediccion
TRINIDAD,2029-11-01,2029,11,28.1171,26.1641,30.07,Prediccion
TRINIDAD,2029-12-01,2029,12,27.8763,25.923,29.8295,Prediccion
TRINIDAD,2030-01-01,2030,1,27.9167,25.9633,29.8702,Prediccion
TRINIDAD,2030-02-01,2030,2,27.7948,25.8411,29.7485,Prediccion
TRINIDAD,2030-03-01,2030,3,27.7732,25.8193,29.7272,Prediccion
TRINIDAD,2030-04-01,2030,4,27.393,25.4388,29.3473,Prediccion
TRINIDAD,2030-05-01,2030,5,25.0931,23.1251,27.0611,Prediccion
TRINIDAD,2030-06-01,2030,6,23.9701,22.0009,25.9393,Prediccion
TRINIDAD,2030-07-01,2030,7,24.1472,22.1776,26.1168,Prediccion
TRINIDAD,2030-08-01,2030,8,25.6602,23.6903,27.6301,Prediccion
TRINIDAD,2030-09-01,2030,9,27.9077,25.9374,29.8779,Prediccion
TRINIDAD,2030-10-01,2030,10,28.6498,26.6793,30.6204,Prediccion
TRINIDAD,2030-11-01,2030,11,28.1606,26.1898,30.1315,Prediccion
TRINIDAD,2030-12-01,2030,12,27.9198,25.9487,29.8909,Prediccion
COBIJA,2026-05-01,2026,5,26.2337,24.6899,27.7774,Prediccion
COBIJA,2026-06-01,2026,6,25.6995,24.0922,27.3067,Prediccion
COBIJA,2026-07-01,2026,7,25.6418,24.0132,27.2704,Prediccion
COBIJA,2026-08-01,2026,8,26.9833,25.3383,28.6284,Prediccion
COBIJA,2026-09-01,2026,9,28.3122,26.6517,29.9728,Prediccion
COBIJA,2026-10-01,2026,10,28.493,26.8172,30.1689,Prediccion
COBIJA,2026-11-01,2026,11,28.088,26.397,29.779,Prediccion
COBIJA,2026-12-01,2026,12,27.8483,26.1423,29.5543,Prediccion
COBIJA,2027-01-01,2027,1,27.6974,25.9766,29.4183,Prediccion
COBIJA,2027-02-01,2027,2,27.6142,25.8786,29.3497,Prediccion
COBIJA,2027-03-01,2027,3,27.7355,25.9854,29.4857,Prediccion
COBIJA,2027-04-01,2027,4,27.5843,25.8196,29.3489,Prediccion
COBIJA,2027-05-01,2027,5,26.2976,24.503,28.0923,Prediccion
COBIJA,2027-06-01,2027,6,25.7595,23.9468,27.5722,Prediccion
COBIJA,2027-07-01,2027,7,25.7012,23.8723,27.5301,Prediccion
COBIJA,2027-08-01,2027,8,27.0426,25.1979,28.8873,Prediccion
COBIJA,2027-09-01,2027,9,28.3715,26.5112,30.2318,Prediccion
COBIJA,2027-10-01,2027,10,28.5523,26.6765,30.428,Prediccion
COBIJA,2027-11-01,2027,11,28.1472,26.2561,30.0383,Prediccion
COBIJA,2027-12-01,2027,12,27.9076,26.0012,29.8139,Prediccion
COBIJA,2028-01-01,2028,1,27.7567,25.8352,29.6781,Prediccion
COBIJA,2028-02-01,2028,2,27.6734,25.737,29.6098,Prediccion
COBIJA,2028-03-01,2028,3,27.7948,25.8435,29.7461,Prediccion
COBIJA,2028-04-01,2028,4,27.6435,25.6774,29.6096,Prediccion
COBIJA,2028-05-01,2028,5,26.3569,24.3613,28.3524,Prediccion
COBIJA,2028-06-01,2028,6,25.8188,23.8051,27.8324,Prediccion
COBIJA,2028-07-01,2028,7,25.7604,23.7303,27.7905,Prediccion
COBIJA,2028-08-01,2028,8,27.1018,25.0557,29.1479,Prediccion
COBIJA,2028-09-01,2028,9,28.4307,26.3687,30.4927,Prediccion
COBIJA,2028-10-01,2028,10,28.6115,26.5338,30.6892,Prediccion
COBIJA,2028-11-01,2028,11,28.2065,26.1131,30.2998,Prediccion
COBIJA,2028-12-01,2028,12,27.9668,25.858,30.0756,Prediccion
COBIJA,2029-01-01,2029,1,27.8159,25.6917,29.9401,Prediccion
COBIJA,2029-02-01,2029,2,27.7326,25.5931,29.8721,Prediccion
COBIJA,2029-03-01,2029,3,27.854,25.6993,30.0087,Prediccion
COBIJA,2029-04-01,2029,4,27.7027,25.533,29.8725,Prediccion
COBIJA,2029-05-01,2029,5,26.4161,24.2173,28.6149,Prediccion
COBIJA,2029-06-01,2029,6,25.878,23.6609,28.0951,Prediccion
COBIJA,2029-07-01,2029,7,25.8197,23.5859,28.0535,Prediccion
COBIJA,2029-08-01,2029,8,27.1611,24.911,29.4112,Prediccion
COBIJA,2029-09-01,2029,9,28.4899,26.2237,30.7562,Prediccion
COBIJA,2029-10-01,2029,10,28.6707,26.3885,30.953,Prediccion
COBIJA,2029-11-01,2029,11,28.2657,25.9675,30.5639,Prediccion
COBIJA,2029-12-01,2029,12,28.026,25.7121,30.34,Prediccion
COBIJA,2030-01-01,2030,1,27.8752,25.5455,30.2048,Prediccion
COBIJA,2030-02-01,2030,2,27.7919,25.4466,30.1371,Prediccion
COBIJA,2030-03-01,2030,3,27.9132,25.5525,30.274,Prediccion
COBIJA,2030-04-01,2030,4,27.762,25.3858,30.1381,Prediccion
COBIJA,2030-05-01,2030,5,26.4753,24.0704,28.8803,Prediccion
COBIJA,2030-06-01,2030,6,25.9372,23.5137,28.3607,Prediccion
COBIJA,2030-07-01,2030,7,25.8789,23.4385,28.3193,Prediccion
COBIJA,2030-08-01,2030,8,27.2203,24.7633,29.6773,Prediccion
COBIJA,2030-09-01,2030,9,28.5492,26.0757,31.0226,Prediccion
COBIJA,2030-10-01,2030,10,28.73,26.2402,31.2198,Prediccion
COBIJA,2030-11-01,2030,11,28.3249,25.8189,30.8309,Prediccion
COBIJA,2030-12-01,2030,12,28.0853,25.5631,30.6074,Prediccion
EL ALTO,2026-05-01,2026,5,6.6476,5.6238,7.6713,Prediccion
EL ALTO,2026-06-01,2026,6,5.3958,4.2492,6.5424,Prediccion
EL ALTO,2026-07-01,2026,7,5.2785,4.1006,6.4564,Prediccion
EL ALTO,2026-08-01,2026,8,6.2009,5.0134,7.3883,Prediccion
EL ALTO,2026-09-01,2026,9,7.7964,6.6055,8.9873,Prediccion
EL ALTO,2026-10-01,2026,10,9.1004,7.9078,10.293,Prediccion
EL ALTO,2026-11-01,2026,11,9.9623,8.7686,11.1559,Prediccion
EL ALTO,2026-12-01,2026,12,10.0192,8.8248,11.2136,Prediccion
EL ALTO,2027-01-01,2027,1,9.711,8.516,10.906,Prediccion
EL ALTO,2027-02-01,2027,2,9.7158,8.5203,10.9114,Prediccion
EL ALTO,2027-03-01,2027,3,9.4351,8.239,10.6312,Prediccion
EL ALTO,2027-04-01,2027,4,8.47,7.2733,9.6666,Prediccion
EL ALTO,2027-05-01,2027,5,6.8605,5.6557,8.0653,Prediccion
EL ALTO,2027-06-01,2027,6,5.5257,4.3177,6.7338,Prediccion
EL ALTO,2027-07-01,2027,7,5.3587,4.149,6.5684,Prediccion
EL ALTO,2027-08-01,2027,8,6.2694,5.0586,7.4802,Prediccion
EL ALTO,2027-09-01,2027,9,7.8512,6.6396,9.0628,Prediccion
EL ALTO,2027-10-01,2027,10,9.1439,7.9316,10.3563,Prediccion
EL ALTO,2027-11-01,2027,11,10.0073,8.7942,11.2204,Prediccion
EL ALTO,2027-12-01,2027,12,10.0646,8.8509,11.2784,Prediccion
EL ALTO,2028-01-01,2028,1,9.7312,8.5168,10.9456,Prediccion
EL ALTO,2028-02-01,2028,2,9.7214,8.5063,10.9364,Prediccion
EL ALTO,2028-03-01,2028,3,9.4369,8.2212,10.6525,Prediccion
EL ALTO,2028-04-01,2028,4,8.5129,7.2966,9.7292,Prediccion
EL ALTO,2028-05-01,2028,5,6.8907,5.6712,8.1101,Prediccion
EL ALTO,2028-06-01,2028,6,5.5509,4.3298,6.7719,Prediccion
EL ALTO,2028-07-01,2028,7,5.3808,4.1586,6.603,Prediccion
EL ALTO,2028-08-01,2028,8,6.2908,5.0677,7.5139,Prediccion
EL ALTO,2028-09-01,2028,9,7.8717,6.6479,9.0956,Prediccion
EL ALTO,2028-10-01,2028,10,9.1638,7.9392,10.3884,Prediccion
EL ALTO,2028-11-01,2028,11,10.0273,8.8019,11.2526,Prediccion
EL ALTO,2028-12-01,2028,12,10.0846,8.8586,11.3107,Prediccion
EL ALTO,2029-01-01,2029,1,9.7497,8.5229,10.9764,Prediccion
EL ALTO,2029-02-01,2029,2,9.7389,8.5115,10.9664,Prediccion
EL ALTO,2029-03-01,2029,3,9.4542,8.2261,10.6823,Prediccion
EL ALTO,2029-04-01,2029,4,8.5327,7.3039,9.7615,Prediccion
EL ALTO,2029-05-01,2029,5,6.9097,5.6779,8.1415,Prediccion
EL ALTO,2029-06-01,2029,6,5.5696,4.3362,6.8031,Prediccion
EL ALTO,2029-07-01,2029,7,5.3994,4.1649,6.634,Prediccion
EL ALTO,2029-08-01,2029,8,6.3093,5.0738,7.5448,Prediccion
EL ALTO,2029-09-01,2029,9,7.8902,6.6539,9.1265,Prediccion
EL ALTO,2029-10-01,2029,10,9.1823,7.9452,10.4194,Prediccion
EL ALTO,2029-11-01,2029,11,10.0457,8.8079,11.2836,Prediccion
EL ALTO,2029-12-01,2029,12,10.1031,8.8644,11.3418,Prediccion
EL ALTO,2030-01-01,2030,1,9.768,8.5286,11.0075,Prediccion
EL ALTO,2030-02-01,2030,2,9.7572,8.5171,10.9974,Prediccion
EL ALTO,2030-03-01,2030,3,9.4725,8.2316,10.7134,Prediccion
EL ALTO,2030-04-01,2030,4,8.5512,7.3096,9.7927,Prediccion
EL ALTO,2030-05-01,2030,5,6.9281,5.6835,8.1728,Prediccion
EL ALTO,2030-06-01,2030,6,5.588,4.3417,6.8343,Prediccion
EL ALTO,2030-07-01,2030,7,5.4178,4.1703,6.6653,Prediccion
EL ALTO,2030-08-01,2030,8,6.3277,5.0792,7.5762,Prediccion
EL ALTO,2030-09-01,2030,9,7.9086,6.6592,9.1579,Prediccion
EL ALTO,2030-10-01,2030,10,9.2006,7.9504,10.4508,Prediccion
EL ALTO,2030-11-01,2030,11,10.0641,8.8131,11.3151,Prediccion
EL ALTO,2030-12-01,2030,12,10.1214,8.8696,11.3733,Prediccion
